Pk,Tm,Player,Year_x,Rookie Year,Sophomore Year,Third Year,Year_y,Rookie_WS,Year_x.1,Sophomore_WS,Year_y.1,Third_WS
5,ORL,Jalen Suggs,2021,2022,2023,2024,2022.0,-1.6,2023.0,1.4,2024.0,4.7
6,OKC,Josh Giddey,2021,2022,2023,2024,2022.0,0.4,2023.0,4.0,2024.0,4.3
7,GSW,Jonathan Kuminga,2021,2022,2023,2024,2022.0,3.0,2023.0,2.4,2024.0,4.6
8,ORL,Franz Wagner,2021,2022,2023,2024,2022.0,4.0,2023.0,5.4,2024.0,6.4
9,SAC,Davion Mitchell,2021,2022,2023,2024,2022.0,0.1,2023.0,1.5,2024.0,1.3
10,NOP,Ziaire Williams,2021,2022,2023,2024,2022.0,2.2,2023.0,0.1,2024.0,0.2
11,CHO,James Bouknight,2021,2022,2023,2024,2022.0,0.0,2023.0,-0.4,2024.0,0.1
12,SAS,Joshua Primo,2021,2022,2023,2024,2022.0,0.0,2023.0,-0.1,2024.0,-0.1
13,IND,Chris Duarte,2021,2022,2023,2024,2022.0,0.9,2023.0,0.0,2024.0,0.7
14,GSW,Moses Moody,2021,2022,2023,2024,2022.0,1.3,2023.0,1.3,2024.0,2.4
15,WAS,Corey Kispert,2021,2022,2023,2024,2022.0,2.3,2023.0,3.8,2024.0,2.1
16,OKC,Alperen Sengun,2021,2022,2023,2024,2022.0,2.1,2023.0,5.2,2024.0,6.9
17,MEM,Trey Murphy III,2021,2022,2023,2024,2022.0,1.9,2023.0,7.6,2024.0,5.4
18,OKC,Tre Mann,2021,2022,2023,2024,2022.0,0.1,2023.0,0.5,2024.0,1.2
19,NYK,Kai Jones,2021,2022,2023,2024,2022.0,0.0,2023.0,0.7,,
20,ATL,Jalen Johnson,2021,2022,2023,2024,2022.0,0.0,2023.0,2.1,2024.0,3.8
21,NYK,Keon Johnson,2021,2022,2023,2024,2022.0,-0.5,2023.0,-0.5,2024.0,0.1
22,LAL,Isaiah Jackson,2021,2022,2023,2024,2022.0,1.4,2023.0,2.7,2024.0,3.3
23,HOU,Usman Garuba,2021,2022,2023,2024,2022.0,0.5,2023.0,1.8,2024.0,0.0
24,HOU,Josh Christopher,2021,2022,2023,2024,2022.0,0.3,2023.0,0.0,,
25,LAC,Quentin Grimes,2021,2022,2023,2024,2022.0,1.4,2023.0,4.8,2024.0,1.3
26,DEN,Bones Hyland,2021,2022,2023,2024,2022.0,2.4,2023.0,1.4,2024.0,0.0
27,BRK,Cam Thomas,2021,2022,2023,2024,2022.0,0.8,2023.0,1.0,2024.0,2.5
28,PHI,Jaden Springer,2021,2022,2023,2024,2022.0,0.0,2023.0,0.3,2024.0,0.6
29,PHO,Day'Ron Sharpe,2021,2022,2023,2024,2022.0,1.2,2023.0,1.6,2024.0,2.9
30,UTA,Santi Aldama,2021,2022,2023,2024,2022.0,0.3,2023.0,4.6,2024.0,2.4
0,,Round 2,2021,2022,2023,2024,,,,,,
31,MIL,Isaiah Todd,2021,2022,2023,2024,2022.0,-0.2,2023.0,-0.2,,
32,NYK,Jeremiah Robinson-Earl,2021,2022,2023,2024,2022.0,1.5,2023.0,1.9,2024.0,0.6
33,ORL,Jason Preston,2021,2022,2023,2024,,,2023.0,0.1,2024.0,0.0
34,OKC,Rokas Jokubaitis,2021,2022,2023,2024,,,,,,
35,NOP,Herbert Jones,2021,2022,2023,2024,2022.0,4.6,2023.0,4.2,2024.0,6.3
36,OKC,Miles McBride,2021,2022,2023,2024,2022.0,0.2,2023.0,0.7,2024.0,3.6
37,DET,JT Thor,2021,2022,2023,2024,2022.0,0.3,2023.0,0.2,2024.0,0.6
38,CHI,Ayo Dosunmu,2021,2022,2023,2024,2022.0,3.0,2023.0,2.9,2024.0,4.1
39,SAC,Neemias Queta,2021,2022,2023,2024,2022.0,0.1,2023.0,0.1,2024.0,1.8
40,NOP,Jared Butler,2021,2022,2023,2024,2022.0,0.4,2023.0,0.1,2024.0,0.6
41,SAS,Joe Wieskamp,2021,2022,2023,2024,2022.0,0.1,2023.0,-0.1,,
42,DET,Isaiah Livers,2021,2022,2023,2024,2022.0,0.7,2023.0,1.0,2024.0,-0.1
43,NOP,Greg Brown III,2021,2022,2023,2024,2022.0,0.4,2023.0,-0.1,2024.0,0.0
44,BRK,Kessler Edwards,2021,2022,2023,2024,2022.0,0.6,2023.0,0.4,2024.0,0.5
45,BOS,Juhann Begarin,2021,2022,2023,2024,,,,,,
46,TOR,Dalano Banton,2021,2022,2023,2024,2022.0,0.4,2023.0,0.4,2024.0,0.5
47,TOR,David Johnson,2021,2022,2023,2024,2022.0,0.0,,,,
48,ATL,Sharife Cooper,2021,2022,2023,2024,2022.0,-0.2,,,,
49,BRK,Marcus Zegarowski,2021,2022,2023,2024,,,,,,
50,PHI,Filip PetruÅ¡ev,2021,2022,2023,2024,,,,,2024.0,0.0
51,MEM,Brandon Boston Jr.,2021,2022,2023,2024,2022.0,0.4,2023.0,0.2,2024.0,-0.3
52,DET,Luka Garza,2021,2022,2023,2024,2022.0,0.8,2023.0,1.1,2024.0,0.4
53,PHI,Charles Bassey,2021,2022,2023,2024,2022.0,0.8,2023.0,1.3,2024.0,0.7
54,IND,Sandro Mamukelashvili,2021,2022,2023,2024,2022.0,1.1,2023.0,0.9,2024.0,1.0
55,OKC,Aaron Wiggins,2021,2022,2023,2024,2022.0,1.2,2023.0,2.6,2024.0,3.7
56,CHO,Scottie Lewis,2021,2022,2023,2024,2022.0,0.0,,,,
57,CHO,BalÅ¡a Koprivica,2021,2022,2023,2024,,,,,,
58,NYK,Jericho Sims,2021,2022,2023,2024,2022.0,1.5,2023.0,2.6,2024.0,1.5
59,BRK,RaiQuan Gray,2021,2022,2023,2024,,,2023.0,0.1,2024.0,0.2
60,IND,Georgios Kalaitzakis,2021,2022,2023,2024,2022.0,-0.1,,,,
